review,Label
doctor zainab was just ok doctor.,Neutral
dr mazhar ul hasssan did not resolve my problem he is refer non other doctor.,Negative
Best doctor in town.,positive
" Best doctor, i have been too.
Very knowledgeable, extremely cooperative, gives proper time to the patient, pointed me in the right direction. ",Positive
He was really experienced,Positive
" Very professional Doxtor, Performed detailed examination, very good listener and diagnosed correctly.",positive
Excellent,Positive
Excellent Doctor,positive
neutral experience with doctor sajjad.,Neutral
Overall experience was good,positive
Excellent Doctor,positive
First meeting nice person,Positive
"   Very kind 
",Positive
Very good doctor and now i think i will get rid of my anxiety,positive
dr ghulam haider was neutral doctor.,Neutral
ALL WAS WELL,Positive
" Was my first experience am satisfied

",Positive
The professionalism of Dr. Sb is just up to mark.,Positive
The visit went well. But sorry to say.. OLADOC didn't inform her about the appointment and she was totally unaware of my arrival.,negative
Great as always,positive
Doctor was very nice as she listened everything carefully so highly recommended.,Positive
Doctor seems to be well experienced and taken care of patient very well.,positive
Nice person man,Positive
No one contact me regarding covid test,Negative
They never call back. Time wasted,negative
" Thanks to this App,  it is very helpful in such critical condition of patient. ",Positive
Good experience,Positive
Good doctor,positive
The doctor listened to my history with full attention and told me about the possible causes of my symptoms and send me the detailed prescription afterwards..it was my first video consultantion and dr shumaila really made it best as possible..,Positive
Nice consultation . My experience is good .,Positive
Doctor not arrived at terimex General  hospital  gulehan e iqbal & there have no any electricity all emergency & opd closed staff behavior not Good,Negative
" After 2 weeks using cream, no result shows. I want refund. This is totally unsatisfied. ",Negative
she is a very nice personality.,Positive
I have appointment on 6 may i go there close everything not open online book th appointment,Negative
"I am not satisfied with doctor treatment. Compared to other hospitals, this hospital was not good. I will not recommend
",Negative
Charges are too much,Negative
Doctor is very kind man guide properly to the patient,positive
Was busy because wife and child were sick but it seems that the appointment has been falsely marked as completed,Negative
Dr. gave heavy medicines including double antibiotics doses. Also advised injection which got reaction. Patient is still unwell despite 2x weeks and 2x visits (one in follow up). Not recommended.,Negative
No have ultrasound facility so i any test from lab,Negative
" She is amazing, Really kind and careful",positive
She was just ok doctor.,Neutral
The best and experienced doctor.,positive
" Kind behaviour by doctor, I m satisfied ",Positive
It was good,positive
She is a good recommendation as she has examined and taken history briefly. She has given proper time and diagnosed properly. I want to consult her in future and will recommend anyone who is interested to find a good doctor at such a reasonable price,Positive
Clinic space is bit congested,Negative
Good experience just a little bit of call breakage twice in between,neutral
"was not satisfied
",Negative
Average experience with doctor khan,Neutral
Good experience to check up and detail discussion on my issue. Fully recommended .,Positive
doctor saqlain was just ok,Neutral
" Still I not got medicine recipient from Dr. 
Waiting",Negative
Very good doctor. Listen carefully.100% recommend.,Positive
Doctor dealt very humbly and with patience. The doctor checked the patient very deeply and gave all the necessary suggestions.,positive
Not empathetic at all. She was all about the medicines. Hardly explained anything about the situation of the patient or recommended anything about coping up with it. Was hardly interested in patient's problems,Negative
" Excellent consultation. Thank you doctor 
",Positive
Excellent doctor,Positive
" Great experience .
He is very nice, gives total attention.
Great to talk to as a parent, very comfortable in detailing with parents.
Just the right combination of competency and humility.
",Positive
Dr sub sa phala aap ki baat puri sunta haan or phir treatment karta haan baki doctors ki tarha jld bazi nahi karta achi taraha tasalli sq baat suna ka baad treatment shuru karta haan or staff behaviour bi acha ha,Positive
I am satisfied with the check up,Positive
" Everyone was very nice, and it is nice to be treated well since you are the patient in need of help. Caring, and  smiling is good atmosphere for patients. I will continue to come here I was very well treated.i will recommend Dr momina to everyone.",Positive
"I meet with her, found her very professional and well knowledge about. She checked assessed my wife's issue very well and wrote complete prescription and also offered free follow up after 2 weeks. I really liked her",Positive
" Satisfied with doctor 
Doctor check carefully , complete testing report and  saa that you are completely cure as soon as  Insha Allah and staff behavior good
",Positive
Good lab,Positive
he was just ok doctor.,Neutral
Doctor should be careful of his words. He should not speak everthing that comes on his mind,Negative
Not Good,Negative
I booked the appointment but they didn't call back to confirm,Negative
She seems to be good in her field.very good at counseling.May update about diagnosis and prescription after taking medicine,positive
I am not satisfied due to checkup process and extra charges paid,Negative
Not Good,Negative
She was extremely kind and friendly.,Positive
Explained well,Positive
" They way he calmed me down, the way he explained and gave me time.  His tone , behavior and experience literally tells how good of a doctor he is. Thank you ",Positive
"  Doctors punctuality, communication network improvement.Improve your voice quality.",Negative
Doctor kamran is the average doctor,Neutral
Doctor na zaida paisa liya,Negative
